STDR_YYQU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,SVC_INDUTY_CD,SVC_INDUTY_CD_NM,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_RT,OPBIZ_STOR_CO,CLSBIZ_RT,CLSBIZ_STOR_CO,FRC_STOR_CO,SIGNGU_CD_NM
20253,R,전통시장,3130310,강남개포시장,CS200028,미용실,15.0,17.0,0.0,0.0,6.0,1.0,2.0,강남구
20253,R,전통시장,3130308,청담삼익시장,CS200028,미용실,5.0,5.0,0.0,0.0,0.0,0.0,0.0,강남구
20253,R,전통시장,3130307,도곡시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,강남구
20253,R,전통시장,3130326,고덕 골목형상점가,CS200028,미용실,13.0,18.0,6.0,1.0,0.0,0.0,5.0,강동구
20253,R,전통시장,3130325,명일전통시장,CS200028,미용실,7.0,7.0,0.0,0.0,0.0,0.0,0.0,강동구
20253,R,전통시장,3130324,길동복조리시장,CS200028,미용실,8.0,8.0,0.0,0.0,0.0,0.0,0.0,강동구
20253,R,전통시장,3130143,방천골목시장,CS200028,미용실,4.0,5.0,0.0,0.0,0.0,0.0,1.0,강북구
20253,R,전통시장,3130141,강북북부골목시장,CS200028,미용실,9.0,9.0,0.0,0.0,0.0,0.0,0.0,강북구
20253,R,전통시장,3130140,숭인시장,CS200028,미용실,4.0,5.0,0.0,0.0,0.0,0.0,1.0,강북구
20253,R,전통시장,3130221,"남부골목시장(남부화곡시장, 남부시장)",CS200028,미용실,17.0,17.0,0.0,0.0,0.0,0.0,0.0,강서구
20253,R,전통시장,3130219,까치산시장,CS200028,미용실,11.0,12.0,0.0,0.0,0.0,0.0,1.0,강서구
20253,R,전통시장,3130218,신월중앙시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,강서구
20253,R,전통시장,3130295,인헌시장(원당종합시장),CS200028,미용실,13.0,14.0,7.0,1.0,0.0,0.0,1.0,관악구
20253,R,전통시장,3130294,관악중부시장,CS200028,미용실,12.0,14.0,0.0,0.0,0.0,0.0,2.0,관악구
20253,R,전통시장,3130293,봉천중앙시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,관악구
20253,R,전통시장,3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS200028,미용실,9.0,9.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130082,면곡골목시장,CS200028,미용실,2.0,2.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130081,자양골목전통시장(자양골목시장),CS200028,미용실,7.0,7.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130230,가리봉시장,CS200028,미용실,3.0,3.0,0.0,0.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130229,남구로시장,CS200028,미용실,5.0,5.0,20.0,1.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130228,구로시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130238,은행나무시장,CS200028,미용실,6.0,6.0,0.0,0.0,0.0,0.0,0.0,금천구
20253,R,전통시장,3130236,비단길현대시장(현대시장),CS200028,미용실,18.0,19.0,0.0,0.0,0.0,0.0,1.0,금천구
20253,R,전통시장,3130235,대명여울빛거리시장(대명시장),CS200028,미용실,2.0,2.0,0.0,0.0,0.0,0.0,0.0,금천구
20253,R,전통시장,3130159,공릉동 도깨비시장,CS200028,미용실,7.0,8.0,0.0,0.0,0.0,0.0,1.0,노원구
20253,R,전통시장,3130157,상계중앙시장,CS200028,미용실,11.0,11.0,0.0,0.0,0.0,0.0,0.0,노원구
20253,R,전통시장,3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),CS200028,미용실,4.0,4.0,0.0,0.0,0.0,0.0,0.0,노원구
20253,R,전통시장,3130153,창동역상점가,CS200028,미용실,5.0,5.0,0.0,0.0,0.0,0.0,0.0,도봉구
20253,R,전통시장,3130152,오!도봉거리 상점가,CS200028,미용실,4.0,5.0,0.0,0.0,0.0,0.0,1.0,도봉구
20253,R,전통시장,3130151,신도봉시장,CS200028,미용실,2.0,2.0,0.0,0.0,0.0,0.0,0.0,도봉구
20253,R,전통시장,3130103,이경시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130102,이문제일시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130101,답십리현대시장,CS200028,미용실,5.0,5.0,20.0,1.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130274,사당1동먹자골목상점가(사당1동먹자골목),CS200028,미용실,3.0,4.0,0.0,0.0,25.0,1.0,1.0,동작구
20253,R,전통시장,3130273,남성사계시장(남성시장),CS200028,미용실,9.0,11.0,0.0,0.0,0.0,0.0,2.0,동작구
20253,R,전통시장,3130272,사당시장,CS200028,미용실,1.0,1.0,100.0,1.0,0.0,0.0,0.0,동작구
20253,R,전통시장,3130198,아현시장,CS200028,미용실,6.0,6.0,0.0,0.0,0.0,0.0,0.0,마포구
20253,R,전통시장,3130197,마포시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,마포구
20253,R,전통시장,3130195,도화동 상점가,CS200028,미용실,19.0,23.0,0.0,0.0,0.0,0.0,4.0,마포구
20253,R,전통시장,3130182,영천시장,CS200028,미용실,2.0,2.0,0.0,0.0,0.0,0.0,0.0,서대문구
20253,R,전통시장,3130181,아현가구거리상점가,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,서대문구
20253,R,전통시장,3130180,포방터시장,CS200028,미용실,6.0,6.0,0.0,0.0,0.0,0.0,0.0,서대문구
20253,R,전통시장,3130296,남부종합시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,서초구
20253,D,발달상권,3120189,강남역,CS200028,미용실,86.0,109.0,3.0,3.0,1.0,1.0,23.0,서초구
20253,D,발달상권,3120184,포이사거리(삼호물산),CS200028,미용실,25.0,26.0,0.0,0.0,4.0,1.0,1.0,서초구
20253,R,전통시장,3130073,뚝도시장,CS200028,미용실,4.0,5.0,0.0,0.0,0.0,0.0,1.0,성동구
20253,R,전통시장,3130072,성동용답상가시장,CS200028,미용실,12.0,13.0,0.0,0.0,0.0,0.0,1.0,성동구
20253,R,전통시장,3130071,성수역 골목형상점가,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,성동구
20253,R,전통시장,3130128,돌곶이시장(석관황금시장),CS200028,미용실,4.0,4.0,0.0,0.0,0.0,0.0,0.0,성북구
20253,R,전통시장,3130126,새석관시장,CS200028,미용실,2.0,2.0,0.0,0.0,0.0,0.0,0.0,성북구
20253,R,전통시장,3130125,장위전통시장,CS200028,미용실,4.0,4.0,0.0,0.0,25.0,1.0,0.0,성북구
20253,R,전통시장,3130317,마천중앙시장,CS200028,미용실,5.0,5.0,0.0,0.0,0.0,0.0,0.0,송파구
20253,R,전통시장,3130316,마천시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,송파구
20253,R,전통시장,3130315,문정동 로데오거리 상점가(문정동 로데오거리),CS200028,미용실,18.0,19.0,0.0,0.0,0.0,0.0,1.0,송파구
20253,R,전통시장,3130211,신정2동 골목시장(오목교중앙시장),CS200028,미용실,8.0,8.0,13.0,1.0,0.0,0.0,0.0,양천구
20253,R,전통시장,3130210,목2동시장,CS200028,미용실,8.0,9.0,0.0,0.0,0.0,0.0,1.0,양천구
20253,R,전통시장,3130209,목사랑시장(목4동시장),CS200028,미용실,9.0,9.0,0.0,0.0,0.0,0.0,0.0,양천구
20253,R,전통시장,3130259,대신시장,CS200028,미용실,5.0,5.0,0.0,0.0,0.0,0.0,0.0,영등포구
20253,R,전통시장,3130256,신동시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,영등포구
20253,R,전통시장,3130255,영등포전통시장,CS200028,미용실,3.0,3.0,0.0,0.0,0.0,0.0,0.0,영등포구
20253,R,전통시장,3130062,보광시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,용산구
20253,R,전통시장,3130060,신흥시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,용산구
20253,R,전통시장,3130059,후암시장,CS200028,미용실,1.0,3.0,0.0,0.0,0.0,0.0,2.0,용산구
20253,R,전통시장,3130171,불광먹자골목 골목형상점가,CS200028,미용실,4.0,5.0,0.0,0.0,0.0,0.0,1.0,은평구
20253,R,전통시장,3130170,제일시장,CS200028,미용실,0.0,2.0,0.0,0.0,0.0,0.0,2.0,은평구
20253,R,전통시장,3130169,대조시장,CS200028,미용실,8.0,8.0,0.0,0.0,0.0,0.0,0.0,은평구
20253,R,전통시장,3130021,신설종합시장,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,종로구
20253,R,전통시장,3130020,동묘시장(동묘벼룩시장),CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,종로구
20253,R,전통시장,3130018,동대문문구완구거리(동대문문구완구시장),CS200028,미용실,2.0,2.0,0.0,0.0,0.0,0.0,0.0,종로구
20253,R,전통시장,3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",CS200028,미용실,2.0,2.0,0.0,0.0,0.0,0.0,0.0,중구
20253,R,전통시장,3130055,"황학시장(서울중앙시장, 신중앙시장)",CS200028,미용실,6.0,6.0,0.0,0.0,0.0,0.0,0.0,중구
20253,R,전통시장,3130054,황학동주방가구거리상점가,CS200028,미용실,1.0,1.0,0.0,0.0,0.0,0.0,0.0,중구
20253,R,전통시장,3130116,동성타워프라자,CS200028,미용실,4.0,4.0,0.0,0.0,0.0,0.0,0.0,중랑구
20253,R,전통시장,3130115,우림골목시장,CS200028,미용실,11.0,11.0,9.0,1.0,9.0,1.0,0.0,중랑구
20253,R,전통시장,3130113,신아타운,CS200028,미용실,3.0,4.0,0.0,0.0,0.0,0.0,1.0,중랑구
20253,R,전통시장,3130310,강남개포시장,CS200033,부동산중개업,30.0,31.0,0.0,0.0,3.0,1.0,1.0,강남구
20253,R,전통시장,3130308,청담삼익시장,CS200033,부동산중개업,25.0,25.0,0.0,0.0,4.0,1.0,0.0,강남구
20253,R,전통시장,3130307,도곡시장,CS200033,부동산중개업,6.0,6.0,0.0,0.0,17.0,1.0,0.0,강남구
20253,R,전통시장,3130326,고덕 골목형상점가,CS200033,부동산중개업,9.0,9.0,0.0,0.0,0.0,0.0,0.0,강동구
20253,R,전통시장,3130325,명일전통시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,강동구
20253,R,전통시장,3130324,길동복조리시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,강동구
20253,R,전통시장,3130143,방천골목시장,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,강북구
20253,R,전통시장,3130141,강북북부골목시장,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,강북구
20253,R,전통시장,3130140,숭인시장,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,강북구
20253,R,전통시장,3130221,"남부골목시장(남부화곡시장, 남부시장)",CS200033,부동산중개업,12.0,12.0,0.0,0.0,0.0,0.0,0.0,강서구
20253,R,전통시장,3130220,등마루시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,강서구
20253,R,전통시장,3130219,까치산시장,CS200033,부동산중개업,10.0,10.0,10.0,1.0,20.0,2.0,0.0,강서구
20253,R,전통시장,3130295,인헌시장(원당종합시장),CS200033,부동산중개업,12.0,12.0,0.0,0.0,0.0,0.0,0.0,관악구
20253,R,전통시장,3130294,관악중부시장,CS200033,부동산중개업,16.0,16.0,0.0,0.0,6.0,1.0,0.0,관악구
20253,R,전통시장,3130293,봉천중앙시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,관악구
20253,R,전통시장,3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS200033,부동산중개업,11.0,11.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130082,면곡골목시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130079,한아름시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130229,남구로시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130228,구로시장,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130227,고척골목시장상점가(그라운드 고척),CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130238,은행나무시장,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,금천구
20253,R,전통시장,3130236,비단길현대시장(현대시장),CS200033,부동산중개업,14.0,14.0,0.0,0.0,0.0,0.0,0.0,금천구
20253,R,전통시장,3130235,대명여울빛거리시장(대명시장),CS200033,부동산중개업,5.0,5.0,0.0,0.0,20.0,1.0,0.0,금천구
20253,R,전통시장,3130159,공릉동 도깨비시장,CS200033,부동산중개업,9.0,9.0,0.0,0.0,0.0,0.0,0.0,노원구
20253,R,전통시장,3130157,상계중앙시장,CS200033,부동산중개업,6.0,6.0,0.0,0.0,0.0,0.0,0.0,노원구
20253,R,전통시장,3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),CS200033,부동산중개업,5.0,5.0,0.0,0.0,0.0,0.0,0.0,노원구
20253,R,전통시장,3130153,창동역상점가,CS200033,부동산중개업,7.0,7.0,0.0,0.0,0.0,0.0,0.0,도봉구
20253,R,전통시장,3130152,오!도봉거리 상점가,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,도봉구
20253,R,전통시장,3130150,창동골목시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,도봉구
20253,R,전통시장,3130103,이경시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130102,이문제일시장,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130101,답십리현대시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130274,사당1동먹자골목상점가(사당1동먹자골목),CS200033,부동산중개업,18.0,18.0,0.0,0.0,22.0,4.0,0.0,동작구
20253,R,전통시장,3130273,남성사계시장(남성시장),CS200033,부동산중개업,17.0,17.0,0.0,0.0,6.0,1.0,0.0,동작구
20253,R,전통시장,3130271,남성역골목시장,CS200033,부동산중개업,6.0,6.0,0.0,0.0,0.0,0.0,0.0,동작구
20253,R,전통시장,3130198,아현시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,33.0,1.0,0.0,마포구
20253,R,전통시장,3130197,마포시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,마포구
20253,R,전통시장,3130196,공덕시장,CS200033,부동산중개업,7.0,7.0,0.0,0.0,0.0,0.0,0.0,마포구
20253,R,전통시장,3130182,영천시장,CS200033,부동산중개업,3.0,3.0,0.0,0.0,0.0,0.0,0.0,서대문구
20253,R,전통시장,3130181,아현가구거리상점가,CS200033,부동산중개업,5.0,5.0,0.0,0.0,0.0,0.0,0.0,서대문구
20253,R,전통시장,3130180,포방터시장,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,서대문구
20253,R,전통시장,3130301,양재시장,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,서초구
20253,R,전통시장,3130296,남부종합시장,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,서초구
20253,D,발달상권,3120189,강남역,CS200033,부동산중개업,454.0,454.0,0.0,0.0,3.0,14.0,0.0,서초구
20253,R,전통시장,3130073,뚝도시장,CS200033,부동산중개업,12.0,12.0,0.0,0.0,0.0,0.0,0.0,성동구
20253,R,전통시장,3130072,성동용답상가시장,CS200033,부동산중개업,19.0,19.0,0.0,0.0,0.0,0.0,0.0,성동구
20253,R,전통시장,3130071,성수역 골목형상점가,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,성동구
20253,R,전통시장,3130128,돌곶이시장(석관황금시장),CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,성북구
20253,R,전통시장,3130126,새석관시장,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,성북구
20253,R,전통시장,3130125,장위전통시장,CS200033,부동산중개업,7.0,7.0,0.0,0.0,0.0,0.0,0.0,성북구
20253,R,전통시장,3130317,마천중앙시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,송파구
20253,R,전통시장,3130316,마천시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,송파구
20253,R,전통시장,3130315,문정동 로데오거리 상점가(문정동 로데오거리),CS200033,부동산중개업,16.0,16.0,0.0,0.0,0.0,0.0,0.0,송파구
20253,R,전통시장,3130211,신정2동 골목시장(오목교중앙시장),CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,양천구
20253,R,전통시장,3130210,목2동시장,CS200033,부동산중개업,12.0,12.0,0.0,0.0,0.0,0.0,0.0,양천구
20253,R,전통시장,3130209,목사랑시장(목4동시장),CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,양천구
20253,R,전통시장,3130259,대신시장,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,영등포구
20253,R,전통시장,3130258,영진시장A동,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,영등포구
20253,R,전통시장,3130257,영등포시장기계공구상가,CS200033,부동산중개업,4.0,4.0,0.0,0.0,0.0,0.0,0.0,영등포구
20253,R,전통시장,3130062,보광시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,용산구
20253,R,전통시장,3130061,이태원시장,CS200033,부동산중개업,0.0,0.0,0.0,0.0,0.0,1.0,0.0,용산구
20253,R,전통시장,3130060,신흥시장,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,용산구
20253,R,전통시장,3130171,불광먹자골목 골목형상점가,CS200033,부동산중개업,9.0,9.0,0.0,0.0,0.0,0.0,0.0,은평구
20253,R,전통시장,3130170,제일시장,CS200033,부동산중개업,5.0,5.0,0.0,0.0,0.0,0.0,0.0,은평구
20253,R,전통시장,3130169,대조시장,CS200033,부동산중개업,13.0,13.0,0.0,0.0,0.0,0.0,0.0,은평구
20253,R,전통시장,3130021,신설종합시장,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,종로구
20253,R,전통시장,3130020,동묘시장(동묘벼룩시장),CS200033,부동산중개업,6.0,6.0,0.0,0.0,0.0,0.0,0.0,종로구
20253,R,전통시장,3130019,동대문상가D동,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,종로구
20253,R,전통시장,3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",CS200033,부동산중개업,18.0,18.0,0.0,0.0,0.0,0.0,0.0,중구
20253,R,전통시장,3130055,"황학시장(서울중앙시장, 신중앙시장)",CS200033,부동산중개업,6.0,6.0,0.0,0.0,17.0,1.0,0.0,중구
20253,R,전통시장,3130054,황학동주방가구거리상점가,CS200033,부동산중개업,18.0,18.0,0.0,0.0,0.0,0.0,0.0,중구
20253,R,전통시장,3130116,동성타워프라자,CS200033,부동산중개업,1.0,1.0,0.0,0.0,0.0,0.0,0.0,중랑구
20253,R,전통시장,3130115,우림골목시장,CS200033,부동산중개업,6.0,6.0,0.0,0.0,0.0,0.0,0.0,중랑구
20253,R,전통시장,3130113,신아타운,CS200033,부동산중개업,2.0,2.0,0.0,0.0,0.0,0.0,0.0,중랑구
20253,R,전통시장,3130310,강남개포시장,CS100008,분식전문점,9.0,13.0,0.0,0.0,0.0,0.0,4.0,강남구
20253,R,전통시장,3130308,청담삼익시장,CS100008,분식전문점,6.0,6.0,0.0,0.0,0.0,0.0,0.0,강남구
20253,R,전통시장,3130307,도곡시장,CS100008,분식전문점,0.0,1.0,0.0,0.0,0.0,0.0,1.0,강남구
20253,R,전통시장,3130326,고덕 골목형상점가,CS100008,분식전문점,2.0,4.0,0.0,0.0,0.0,0.0,2.0,강동구
20253,R,전통시장,3130325,명일전통시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,강동구
20253,R,전통시장,3130324,길동복조리시장,CS100008,분식전문점,8.0,11.0,0.0,0.0,9.0,1.0,3.0,강동구
20253,R,전통시장,3130143,방천골목시장,CS100008,분식전문점,2.0,2.0,0.0,0.0,0.0,0.0,0.0,강북구
20253,R,전통시장,3130142,강북북부시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,강북구
20253,R,전통시장,3130141,강북북부골목시장,CS100008,분식전문점,0.0,0.0,0.0,0.0,0.0,1.0,0.0,강북구
20253,R,전통시장,3130221,"남부골목시장(남부화곡시장, 남부시장)",CS100008,분식전문점,14.0,15.0,0.0,0.0,0.0,0.0,1.0,강서구
20253,R,전통시장,3130219,까치산시장,CS100008,분식전문점,23.0,27.0,4.0,1.0,4.0,1.0,4.0,강서구
20253,R,전통시장,3130217,화곡본동시장,CS100008,분식전문점,3.0,5.0,0.0,0.0,0.0,0.0,2.0,강서구
20253,R,전통시장,3130295,인헌시장(원당종합시장),CS100008,분식전문점,8.0,10.0,0.0,0.0,20.0,2.0,2.0,관악구
20253,R,전통시장,3130294,관악중부시장,CS100008,분식전문점,5.0,5.0,0.0,0.0,0.0,0.0,0.0,관악구
20253,R,전통시장,3130293,봉천중앙시장,CS100008,분식전문점,4.0,4.0,0.0,0.0,0.0,0.0,0.0,관악구
20253,R,전통시장,3130084,신성시장(신성골목시장),CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS100008,분식전문점,14.0,16.0,6.0,1.0,6.0,1.0,2.0,광진구
20253,R,전통시장,3130082,면곡골목시장,CS100008,분식전문점,2.0,2.0,0.0,0.0,0.0,0.0,0.0,광진구
20253,R,전통시장,3130230,가리봉시장,CS100008,분식전문점,2.0,2.0,0.0,0.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130229,남구로시장,CS100008,분식전문점,9.0,9.0,11.0,1.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130228,구로시장,CS100008,분식전문점,2.0,2.0,0.0,0.0,0.0,0.0,0.0,구로구
20253,R,전통시장,3130238,은행나무시장,CS100008,분식전문점,5.0,7.0,0.0,0.0,14.0,1.0,2.0,금천구
20253,R,전통시장,3130236,비단길현대시장(현대시장),CS100008,분식전문점,10.0,12.0,25.0,3.0,0.0,0.0,2.0,금천구
20253,R,전통시장,3130235,대명여울빛거리시장(대명시장),CS100008,분식전문점,6.0,8.0,0.0,0.0,0.0,0.0,2.0,금천구
20253,R,전통시장,3130159,공릉동 도깨비시장,CS100008,분식전문점,6.0,10.0,0.0,0.0,0.0,0.0,4.0,노원구
20253,R,전통시장,3130158,상계역전종합상가,CS100008,분식전문점,2.0,2.0,0.0,0.0,50.0,1.0,0.0,노원구
20253,R,전통시장,3130157,상계중앙시장,CS100008,분식전문점,7.0,7.0,0.0,0.0,0.0,0.0,0.0,노원구
20253,R,전통시장,3130153,창동역상점가,CS100008,분식전문점,3.0,5.0,20.0,1.0,20.0,1.0,2.0,도봉구
20253,R,전통시장,3130152,오!도봉거리 상점가,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,도봉구
20253,R,전통시장,3130151,신도봉시장,CS100008,분식전문점,2.0,2.0,0.0,0.0,0.0,0.0,0.0,도봉구
20253,R,전통시장,3130104,전곡시장,CS100008,분식전문점,3.0,4.0,0.0,0.0,0.0,0.0,1.0,동대문구
20253,R,전통시장,3130103,이경시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130102,이문제일시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,동대문구
20253,R,전통시장,3130274,사당1동먹자골목상점가(사당1동먹자골목),CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,동작구
20253,R,전통시장,3130273,남성사계시장(남성시장),CS100008,분식전문점,12.0,15.0,0.0,0.0,7.0,1.0,3.0,동작구
20253,R,전통시장,3130272,사당시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,동작구
20253,R,전통시장,3130198,아현시장,CS100008,분식전문점,6.0,7.0,0.0,0.0,0.0,0.0,1.0,마포구
20253,R,전통시장,3130197,마포시장,CS100008,분식전문점,7.0,7.0,0.0,0.0,0.0,0.0,0.0,마포구
20253,R,전통시장,3130196,공덕시장,CS100008,분식전문점,4.0,5.0,20.0,1.0,20.0,1.0,1.0,마포구
20253,R,전통시장,3130182,영천시장,CS100008,분식전문점,7.0,9.0,0.0,0.0,0.0,0.0,2.0,서대문구
20253,R,전통시장,3130180,포방터시장,CS100008,분식전문점,6.0,6.0,0.0,0.0,17.0,1.0,0.0,서대문구
20253,R,전통시장,3130179,"이화여대 3,5,7길 상점가",CS100008,분식전문점,19.0,22.0,5.0,1.0,0.0,0.0,3.0,서대문구
20253,R,전통시장,3130301,양재시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,서초구
20253,R,전통시장,3130296,남부종합시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,서초구
20253,D,발달상권,3120189,강남역,CS100008,분식전문점,83.0,102.0,0.0,0.0,2.0,2.0,19.0,서초구
20253,R,전통시장,3130073,뚝도시장,CS100008,분식전문점,11.0,11.0,9.0,1.0,0.0,0.0,0.0,성동구
20253,R,전통시장,3130072,성동용답상가시장,CS100008,분식전문점,7.0,11.0,0.0,0.0,0.0,0.0,4.0,성동구
20253,R,전통시장,3130070,뚝섬역상점가,CS100008,분식전문점,3.0,6.0,0.0,0.0,17.0,1.0,3.0,성동구
20253,R,전통시장,3130128,돌곶이시장(석관황금시장),CS100008,분식전문점,3.0,4.0,25.0,1.0,0.0,0.0,1.0,성북구
20253,R,전통시장,3130127,석관시장,CS100008,분식전문점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,성북구
20253,R,전통시장,3130125,장위전통시장,CS100008,분식전문점,3.0,4.0,0.0,0.0,0.0,0.0,1.0,성북구
20253,R,전통시장,3130317,마천중앙시장,CS100008,분식전문점,4.0,6.0,17.0,1.0,0.0,0.0,2.0,송파구
20253,R,전통시장,3130316,마천시장,CS100008,분식전문점,3.0,3.0,0.0,0.0,0.0,0.0,0.0,송파구
20253,R,전통시장,3130315,문정동 로데오거리 상점가(문정동 로데오거리),CS100008,분식전문점,2.0,6.0,0.0,0.0,0.0,0.0,4.0,송파구
20253,R,전통시장,3130211,신정2동 골목시장(오목교중앙시장),CS100008,분식전문점,3.0,3.0,0.0,0.0,0.0,0.0,0.0,양천구
20253,R,전통시장,3130210,목2동시장,CS100008,분식전문점,6.0,7.0,0.0,0.0,0.0,0.0,1.0,양천구
20253,R,전통시장,3130209,목사랑시장(목4동시장),CS100008,분식전문점,9.0,10.0,0.0,0.0,0.0,0.0,1.0,양천구
